7,6,5,13,5,7,6,6,6,1,5,13,6,6,1,6,5,13,1,11,7,6,6,6,5
10,5,9,7,2,10,6,5,7,8,10,5,7,5,9,13,3,5,9,7,3,6,11,7,2
7,8,10,8,9,7,6,8,9,12,7,8,9,10,8,7,5,10,8,9,12,7,6,8,9
9,12,7,6,8,9,7,5,9,4,8,7,2,7,5,9,10,6,6,3,2,10,6,5,9
9,10,8,7,5,9,9,10,8,9,7,8,9,9,10,8,7,6,6,5,10,6,5,9,9
9,7,6,8,9,9,10,6,5,10,8,13,8,10,5,7,8,12,7,8,12,7,8,9,14
4,8,7,5,10,8,7,1,8,7,6,5,7,6,8,9,13,2,9,13,3,3,5,10,5
10,6,8,10,5,12,9,14,7,3,11,10,8,7,5,4,5,10,3,5,7,5,10,11,9
7,6,6,6,3,8,10,1,8,7,6,6,6,8,9,9,10,6,5,10,8,9,7,5,9
9,7,6,5,7,6,5,10,11,9,7,6,11,7,8,14,7,5,9,13,5,9,9,9,9
9,9,7,2,9,12,10,5,7,8,10,6,5,10,5,7,8,10,8,7,8,9,9,10,8
9,14,9,14,9,4,5,10,8,7,1,6,2,12,9,9,7,6,5,9,7,8,10,1,5
10,6,8,7,8,9,10,6,6,8,9,13,3,8,9,4,8,7,8,4,8,7,5,14,9
7,6,5,10,5,10,5,7,6,5,9,7,6,6,8,4,11,9,12,9,13,2,10,6,2
10,5,10,6,8,13,8,9,12,9,9,10,5,13,6,8,7,8,10,3,5,10,5,13,2
7,8,7,6,5,7,6,8,9,9,4,11,10,5,7,11,4,5,7,5,10,5,4,5,9
9,7,8,12,10,8,7,6,3,8,10,5,7,8,9,12,9,9,9,9,12,9,14,9,9
10,8,7,8,7,5,9,7,6,6,5,9,10,5,9,10,8,4,8,9,9,10,6,8,9
7,6,3,6,8,10,8,9,7,11,9,4,5,10,8,7,5,14,7,8,4,6,6,5,9
10,6,6,6,6,6,6,8,10,6,3,8,10,6,6,8,10,6,8,13,3,6,11,10,8
